"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1877195982300971092","Sat Jan 11 04:22:42 +0000 2025","0","@heryrani @Franken_blues @AirinDatangLagi Sejak Perppu Cipta Kerja 2023 perusahaan batubara dibebaskan dari kewajiban membayar royalti. Akibatnya? Negara kehilangan Rp33 8 T per tahun. PPN memang batal naik jadi 12% tapi jangan lupa sejak 2022 PPN sudah naik jadi 11%. Siapa yang menanggung? Rakyat kecil. Polanya?","1877934134984851841","","heryrani","in","","0","1","0","https://x.com/SOktafitri1304/status/1877934134984851841","1830458890464686080","SOktafitri1304"
"1877914530015277286","Sat Jan 11 04:20:19 +0000 2025","0","@yourlldyz Bjirr naik nya ugal2an apa kena ppn 12% juga 35k jadi 85k gila aja kenapa gak pinjem 100 skalian ","1877933532150157365","","easypeony","in","read this link ","0","1","0","https://x.com/nightbytheasy/status/1877933532150157365","1783360273476440064","nightbytheasy"
"1877657424016072733","Sat Jan 11 04:19:17 +0000 2025","0","@AirinDatangLagi Dih elu paling bersih gitu? Kocak nih gua Gusan satu ini.","1877933272858038421","","AirinDatangLagi","in","Tangerang, Indonesia","0","0","0","https://x.com/0x0xeasy/status/1877933272858038421","1790386893156417536","0x0xeasy"
"1877932412862423337","Sat Jan 11 04:15:52 +0000 2025","0","Dulu di igeh masih banyak yg belain genap. Sekaramg kayanya udah pd nyadar semenjak ppn 12% wkwkwk. Klo di toktik emang sarangnya sih wkwkw","1877932412862423337","","","in","","0","0","0","https://x.com/honeysugarstar/status/1877932412862423337","1262566376801091587","honeysugarstar"
"1877609213385433329","Sat Jan 11 04:13:14 +0000 2025","14","@cecesdumpacc @tubbirfess tarifnya ttp 12% mba walaupun perhitungan akhirnya ttp 11%. itu diatur di dalam PMK. kalau km mau tau PMK bisa diubah atau diperbarui sesukanya srimul. krn angka 12% itu tercantum di PMK sudah pasti cepat atau lambat ppn akan jd 12% x DPP bukan 12% x 11/12 x nilai lain ","1877931751206769017","","cecesdumpacc","in","","0","0","0","https://x.com/vellowsparks/status/1877931751206769017","1672621971996299267","vellowsparks"
"1877929545392894048","Sat Jan 11 04:04:28 +0000 2025","0","Dibayar dengan PPN 12% kah? https://t.co/GvBDCQqPkP","1877929545392894048","https://pbs.twimg.com/media/Gg--5nvbkAA2bql.png","","in","","0","0","0","https://x.com/mustgoen/status/1877929545392894048","263561321","mustgoen"
"1877921949910778107","Sat Jan 11 04:03:15 +0000 2025","0","@Disforus lo berarti kalau aku beli kopsus udah kena ppn 12%dong yaaaaaa(padahal aku langganan jajan di famima)","1877929238575149237","","Disforus","in","in your heart","0","1","0","https://x.com/olinnoona90/status/1877929238575149237","1512213300804984832","olinnoona90"
"1877927725752623228","Sat Jan 11 03:57:14 +0000 2025","0","jalan kaki di negara ppn 12% https://t.co/dVElzqD5U8","1877927725752623228","https://pbs.twimg.com/media/Gg-9TMCbwAAKjZl.jpg","","in","it's pira if you wonder ","0","0","0","https://x.com/lovelanguade/status/1877927725752623228","1431302414678650882","lovelanguade"
"1877691486512570678","Sat Jan 11 03:50:54 +0000 2025","0","@berry_yumafian @ArthurianWitch @centangbirudua @TrendAsia_Org Di UUnya ada masa transisi selama 3 bulan apa 2 bulan yak lupa jadi tetep 12% cuma beda skema hitungan. PPN 12% tetep jadi.","1877926129094607065","","berry_yumafian","in","","0","0","0","https://x.com/FarezaHS/status/1877926129094607065","282998246","FarezaHS"
"1877678946315284592","Sat Jan 11 03:48:36 +0000 2025","1","@cak_agoest Subjek PB1 adalah pengusaha restoran sedangkan subjek PPN adalah pengusaha yang telah ditetapkan menjadi Pengusaha Kena Pajak (PKP). Sebelumnya tarif PB1 dan PPN memang sama yaitu 10%. Namun tarif PPN naik menjadi 11% dan skrg 12% utk barang tertentu Gitu pakkk..jdi beda yaaaa","1877925550385459221","","Dina_Denoks","in","Kota Surabaya, Jawa Timur ","0","1","0","https://x.com/Dina_Denoks/status/1877925550385459221","2960006293","Dina_Denoks"
